"annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at" 
539,"1","2024-06-10T00:53:17.394888Z",1366,1.996,"Neutral","هذا فى الحج والل","2024-06-10T00:53:17.394888Z"
540,"1","2024-06-10T00:53:20.723990Z",1367,1.887,"Positive","يوكيي حتت ذا شي طبيعي الحمدلله كاع","2024-06-10T00:53:20.723990Z"
541,"1","2024-06-10T00:53:26.229963Z",1368,2.808,"Positive","أغلب أهل موريتان أهل علم وقرأن","2024-06-10T00:53:26.229963Z"
542,"1","2024-06-10T00:53:38.557736Z",1369,8.515,"Positive","ذ ماه شي مستغرب","2024-06-10T00:53:38.557736Z"
543,"1","2024-06-10T00:53:42.384240Z",1370,2.503,"Positive","هاد صح","2024-06-10T00:53:42.384240Z"
544,"1","2024-06-10T00:53:47.075077Z",1371,3.293,"Neutral","بكيفها","2024-06-10T00:53:47.075077Z"
545,"1","2024-06-10T00:53:51.275992Z",1372,1.848,"Positive","واخيرت اكبير الله يحفظك وإيكثر امثالك","2024-06-10T00:53:51.275992Z"
546,"1","2024-06-10T00:53:54.674772Z",1373,2.044,"Positive","ياوني. حتتتت","2024-06-10T00:53:54.674772Z"
547,"1","2024-06-10T00:53:59.827037Z",1374,3.669,"Neutral","خايفة من النار يويشه","2024-06-10T00:53:59.827037Z"
548,"1","2024-06-10T00:54:02.965138Z",1375,1.902,"Positive","الله يطول عمره يارب","2024-06-10T00:54:02.965138Z"
549,"1","2024-06-10T00:54:06.321134Z",1376,1.974,"Neutral","هي محرمها وينهو ؟","2024-06-10T00:54:06.321134Z"
550,"1","2024-06-10T00:54:11.624245Z",1377,1.911,"Neutral","ذ لمرة ماهي من لخيام؟","2024-06-10T00:54:11.624245Z"
551,"1","2024-06-10T00:54:16.175267Z",1378,3.258,"Negative","ههههههههه   لعظامه","2024-06-10T00:54:16.175267Z"
552,"1","2024-06-10T00:54:20.347730Z",1379,2.888,"Negative","شوف الحشمة","2024-06-10T00:54:20.347730Z"
553,"1","2024-06-10T00:54:23.633353Z",1380,1.975,"Positive","ياوني بيها جد زين  وتوف","2024-06-10T00:54:23.633353Z"
554,"1","2024-06-10T00:54:28.246960Z",1381,1.624,"Positive","هذي حرة مولان يويلها","2024-06-10T00:54:28.246960Z"
555,"1","2024-06-10T00:54:35.613187Z",1382,5.645,"Negative","مخل اركاج يعرف منين يتم يكعد","2024-06-10T00:54:35.613187Z"
556,"1","2024-06-10T00:54:38.741375Z",1383,1.57,"Positive","تقبل الله منا ومنها","2024-06-10T00:54:38.741375Z"
557,"1","2024-06-10T00:54:47.716957Z",1384,5.959,"Negative","هي كاع اخباره تكعد فم وتحرج راصه","2024-06-10T00:54:47.716957Z"
558,"1","2024-06-10T00:54:50.833427Z",1385,1.838,"Negative","الدخن كارثه","2024-06-10T00:54:50.833427Z"
559,"1","2024-06-10T00:54:59.592192Z",1386,7.157,"Negative","اللا ان شاء الله ما ايعود ذوك مسؤولين الفساد دخل اعل الخط لتوقيف هجرة الشباب","2024-06-10T00:54:59.592192Z"
560,"1","2024-06-10T00:55:11.350968Z",1387,10.361,"Neutral","هذا هو العك المسموع بيه العافية حد ايتم لا تركيا الين ذهو دافع شور امريكا","2024-06-10T00:55:11.350968Z"
561,"1","2024-06-10T00:55:16.241936Z",1388,2.83,"Negative","هذا عادي خطأ في تذاكر الطيران بسبب تحايل وجشع وكالات السفر هنا","2024-06-10T00:55:16.241936Z"
562,"1","2024-06-10T00:55:23.268626Z",1389,4.76,"Neutral","نكارجوا شنهو","2024-06-10T00:55:23.268626Z"
563,"1","2024-06-10T00:55:26.266797Z",1390,1.755,"Neutral","شنه دليلكم","2024-06-10T00:55:26.266797Z"
564,"1","2024-06-10T00:55:37.826441Z",1391,5.762,"Neutral","ايلا كفلو اعلين دور نمشو و الل ايشقولون اوتوف و اتعود امرده واضحة","2024-06-10T00:55:37.826441Z"
565,"1","2024-06-10T00:55:42.434105Z",1392,2.059,"Neutral","هاذا اينت  اثرو شي طاري ولل شنهو","2024-06-10T00:55:42.434105Z"
566,"1","2024-06-10T00:55:46.093704Z",1393,2.36,"Negative","واجعه والله","2024-06-10T00:55:46.093704Z"
567,"1","2024-06-10T00:55:50.809449Z",1394,3.159,"Neutral","ايو گعدو التحت اسمعناكم","2024-06-10T00:55:50.809449Z"
568,"1","2024-06-10T00:55:58.758660Z",1395,5.163,"Neutral","يامولان العاد فيهم حد نعرف","2024-06-10T00:55:58.758660Z"
569,"1","2024-06-10T00:56:03.473784Z",1396,2.229,"Neutral","النتائج موجودة على هذا الرابط من لم يجدها عليه تحديث الصفحة فقط","2024-06-10T00:56:03.474818Z"
570,"1","2024-06-10T00:56:07.116336Z",1397,2.249,"Neutral","ذ مافيه شي","2024-06-10T00:56:07.116336Z"
571,"1","2024-06-10T00:56:11.924833Z",1398,1.745,"Neutral","نتايج منين انت اتجوق فينا ولا شنه","2024-06-10T00:56:11.924833Z"
572,"1","2024-06-10T00:56:14.732727Z",1399,1.625,"Neutral","ألا الحوض الشرقي","2024-06-10T00:56:14.732727Z"
573,"1","2024-06-10T00:56:18.776087Z",1400,2.633,"Negative","ذا ماه صالح","2024-06-10T00:56:18.776087Z"
574,"1","2024-06-10T00:56:23.249754Z",1401,1.569,"Neutral","ذا فيه الا النعمة و باسكنو","2024-06-10T00:56:23.249754Z"
575,"1","2024-06-10T00:56:26.021354Z",1402,1.554,"Neutral","ذ الا النعمة","2024-06-10T00:56:26.021354Z"
576,"1","2024-06-10T00:56:28.716758Z",1403,1.526,"Neutral","ذ ما أعليه شي","2024-06-10T00:56:28.716758Z"
577,"1","2024-06-10T00:56:32.255460Z",1404,2.212,"Neutral","الموقع شنه و الطريقه ال ينجبر اعليها شنه","2024-06-10T00:56:32.255460Z"
578,"1","2024-06-10T00:56:36.468555Z",1405,1.697,"Neutral","منين يخوتي","2024-06-10T00:56:36.468555Z"
579,"1","2024-06-10T00:56:40.647063Z",1406,2.942,"Negative","مارين شي","2024-06-10T00:56:40.647063Z"
580,"1","2024-06-10T00:56:43.444402Z",1407,1.498,"Negative","ذ ماجبرن فيه شي","2024-06-10T00:56:43.444402Z"
581,"1","2024-06-10T00:56:46.513924Z",1408,1.791,"Negative","ذا ياسر من الجوقه","2024-06-10T00:56:46.513924Z"
582,"1","2024-06-10T00:56:49.880940Z",1409,2.011,"Neutral","مشولي رابط","2024-06-10T00:56:49.880940Z"
583,"1","2024-06-10T00:56:57.134484Z",1410,4.78,"Negative","هذ موقع ما فمناه","2024-06-10T00:56:57.134484Z"
584,"1","2024-06-10T00:57:01.657711Z",1411,3.137,"Positive","الحمدلله مشولن الرابط","2024-06-10T00:57:01.657711Z"
585,"1","2024-06-10T00:57:05.094229Z",1412,2.214,"Neutral","خرصولى 08","2024-06-10T00:57:05.094229Z"
586,"1","2024-06-10T00:57:08.395081Z",1413,2.023,"Positive","التوفيق إن شاء الله","2024-06-10T00:57:08.395081Z"
587,"1","2024-06-10T00:57:12.404144Z",1414,1.995,"Neutral","مافتحلي","2024-06-10T00:57:12.404144Z"
588,"1","2024-06-10T00:57:15.768521Z",1415,2.113,"Neutral","وينهو رابط","2024-06-10T00:57:15.768521Z"
589,"1","2024-06-10T00:57:19.647488Z",1416,1.845,"Neutral","خاظ والل","2024-06-10T00:57:19.647488Z"
590,"1","2024-06-10T00:57:22.470591Z",1417,1.647,"Neutral","اعطون رابط حكلل","2024-06-10T00:57:22.470591Z"
591,"1","2024-06-10T00:57:25.514678Z",1418,1.627,"Neutral","الراااابط","2024-06-10T00:57:25.514678Z"
592,"1","2024-06-10T00:57:29.892706Z",1419,2.037,"Negative","موقع مافيه شي","2024-06-10T00:57:29.892706Z"
593,"1","2024-06-10T00:57:32.695736Z",1420,1.608,"Negative","ذمانفتح","2024-06-10T00:57:32.695736Z"
594,"1","2024-06-10T00:57:35.951930Z",1421,1.851,"Neutral","حد مارى نتيجة","2024-06-10T00:57:35.951930Z"
595,"1","2024-06-10T00:57:38.879021Z",1422,1.668,"Neutral","ذ ماجبرناه","2024-06-10T00:57:38.879021Z"
596,"1","2024-06-10T00:57:42.363534Z",1423,1.515,"Negative","مارين ش","2024-06-10T00:57:42.363534Z"
597,"1","2024-06-10T00:57:45.595084Z",1424,2.003,"Negative","مافتحلي","2024-06-10T00:57:45.595084Z"
598,"1","2024-06-10T00:57:48.432830Z",1425,1.673,"Neutral","وينهو رابط","2024-06-10T00:57:48.432830Z"
599,"1","2024-06-10T00:57:51.178697Z",1426,1.7,"Positive","الله يجازيك","2024-06-10T00:57:51.178697Z"
600,"1","2024-06-10T00:57:59.762828Z",1427,5.681,"Neutral","اخروجو ذه باك","2024-06-10T00:57:59.762828Z"
601,"1","2024-06-10T00:58:03.161801Z",1428,2.152,"Neutral","بريف خاظ","2024-06-10T00:58:03.161801Z"
602,"1","2024-06-10T00:58:06.561487Z",1429,2.124,"Negative","ذمايگد ينفتح","2024-06-10T00:58:06.561487Z"
603,"1","2024-06-10T00:58:09.928500Z",1430,1.819,"Neutral","ذ مافيه نواكشوط الصفحة الاولى والثانية","2024-06-10T00:58:09.928500Z"
604,"1","2024-06-10T00:58:13.449577Z",1431,1.849,"Positive","خاظ ولله","2024-06-10T00:58:13.449577Z"
605,"1","2024-06-10T00:58:17.625603Z",1432,1.571,"Neutral","ابريفه خاظت ؟","2024-06-10T00:58:17.625603Z"
606,"1","2024-06-10T00:58:20.762018Z",1433,1.741,"Neutral","موقع مفيه شي؟؟","2024-06-10T00:58:20.762018Z"
607,"1","2024-06-10T00:58:25.034824Z",1434,2.985,"Neutral","خرص رقم 091 مدرسة عالي توجنين","2024-06-10T00:58:25.034824Z"
608,"1","2024-06-10T00:58:28.780190Z",1435,2.425,"Negative","ماجبرت فيه شي","2024-06-10T00:58:28.780190Z"
609,"1","2024-06-10T00:58:31.704301Z",1436,1.511,"Neutral","هوم خاظو","2024-06-10T00:58:31.704301Z"
610,"1","2024-06-10T00:58:34.835797Z",1437,1.89,"Neutral","الترارزة ماشفناه فذ يحكم عني أعظم","2024-06-10T00:58:34.835797Z"
611,"1","2024-06-10T00:58:39.344177Z",1438,2.048,"Negative","هذا غرك","2024-06-10T00:58:39.344585Z"
612,"1","2024-06-10T00:58:43.072368Z",1439,2.289,"Neutral","نحن انحانوك","2024-06-10T00:58:43.072368Z"
613,"1","2024-06-10T00:58:47.697509Z",1440,3.287,"Neutral","جبرن لا ذي روايه لي ماتفاصلت لنا","2024-06-10T00:58:47.697509Z"
614,"1","2024-06-10T00:58:51.128061Z",1441,1.479,"Negative","مارينه شي","2024-06-10T00:58:51.128061Z"
615,"1","2024-06-10T00:58:54.437009Z",1442,1.707,"Neutral","خاظ شي ولل","2024-06-10T00:58:54.437009Z"
616,"1","2024-06-10T00:58:57.483468Z",1443,1.832,"Neutral","الرابط لو تفضلتم","2024-06-10T00:58:57.483468Z"
617,"1","2024-06-10T00:59:01.120577Z",1444,1.823,"Negative","ذ مابي ينزل فيه شي؟","2024-06-10T00:59:01.120577Z"
618,"1","2024-06-10T00:59:04.097526Z",1445,1.746,"Neutral","ابريفه امنين","2024-06-10T00:59:04.097526Z"
619,"1","2024-06-10T00:59:06.790166Z",1446,1.599,"Neutral","مافيه شي","2024-06-10T00:59:06.790166Z"
620,"1","2024-06-10T00:59:09.816715Z",1447,1.803,"Neutral","الموقع الرسمي لي نتايج من فضلكم","2024-06-10T00:59:09.816715Z"
621,"1","2024-06-10T00:59:15.529542Z",1448,2.222,"Neutral","ذ فيه لاالحوض الشرقي","2024-06-10T00:59:15.529542Z"
622,"1","2024-06-10T00:59:18.605429Z",1449,1.874,"Neutral","ميشولي رابط ينجبر اعليه","2024-06-10T00:59:18.605429Z"
623,"1","2024-06-10T00:59:22.231372Z",1450,2.46,"Neutral","مافاتو رتفعو","2024-06-10T00:59:22.231372Z"
624,"1","2024-06-10T00:59:25.884101Z",1451,5.051,"Positive","اطوالت الخبار شنهي","2024-06-10T00:59:28.968491Z"
625,"1","2024-06-10T00:59:32.981773Z",1452,2.709,"Positive","جازيك بالخير","2024-06-10T00:59:32.981773Z"
626,"1","2024-06-10T00:59:38.284560Z",1453,3.92,"Negative","هذا خاوي مافيه شي","2024-06-10T00:59:38.284560Z"
627,"1","2024-06-10T00:59:41.512121Z",1454,2.065,"Negative","هذا ماهو صالح","2024-06-10T00:59:41.512121Z"
628,"1","2024-06-10T00:59:45.515307Z",1455,2.753,"Neutral","ذ قلبني ندخلو","2024-06-10T00:59:45.515307Z"
629,"1","2024-06-10T00:59:48.298840Z",1456,1.594,"Neutral","خاظو","2024-06-10T00:59:48.298840Z"
630,"1","2024-06-10T00:59:52.698757Z",1457,1.934,"Neutral","وجتلك","2024-06-10T00:59:52.698757Z"
631,"1","2024-06-10T00:59:59.314996Z",1458,5.247,"Neutral","وجتلك نتائج بريفه خاظو","2024-06-10T00:59:59.314996Z"
632,"1","2024-06-10T01:00:02.155832Z",1459,1.545,"Neutral","ذامنين","2024-06-10T01:00:02.155832Z"
633,"1","2024-06-10T01:00:05.876267Z",1460,1.579,"Negative","ماريناهم","2024-06-10T01:00:05.876267Z"
634,"1","2024-06-10T01:00:10.196242Z",1461,2.915,"Negative","ههههه انتوم لاهي اتجنونه ولل شنه","2024-06-10T01:00:10.196242Z"
635,"1","2024-06-10T01:00:13.551829Z",1462,2.07,"Neutral","كتلك ابريف اثره توخظ اليوم ولل","2024-06-10T01:00:13.551829Z"
636,"1","2024-06-10T01:00:22.263739Z",1463,6.052,"Neutral","لا حاني التركة يتغداو","2024-06-10T01:00:22.263739Z"
637,"1","2024-06-10T01:00:25.029370Z",1464,1.601,"Neutral","خرصولى  ذالرقم16518","2024-06-10T01:00:25.029370Z"
638,"1","2024-06-10T01:00:28.130245Z",1465,1.786,"Neutral","امالو","2024-06-10T01:00:28.130245Z"
639,"1","2024-06-10T01:00:31.037470Z",1466,1.834,"Neutral","أينت","2024-06-10T01:00:31.037470Z"
640,"1","2024-06-10T01:00:35.379627Z",1467,1.826,"Neutral","جاااوبني حكل","2024-06-10T01:00:35.379627Z"
641,"1","2024-06-10T01:00:38.266978Z",1468,1.777,"Neutral","أينت","2024-06-10T01:00:38.266978Z"
642,"1","2024-06-10T01:00:42.386508Z",1469,2.84,"Negative","قالبني مزلت ندخل الرابط","2024-06-10T01:00:42.386508Z"
643,"1","2024-06-10T01:00:45.267172Z",1470,1.724,"Neutral","أين","2024-06-10T01:00:45.267172Z"
644,"1","2024-06-10T01:00:49.781326Z",1471,3.33,"Negative","وليدن انت كيف شي ناطح","2024-06-10T01:00:49.781326Z"
645,"1","2024-06-10T01:00:55.914843Z",1472,3.003,"Negative","ماريناهم","2024-06-10T01:00:55.914843Z"
646,"1","2024-06-10T01:01:02.897826Z",1473,5.79,"Negative","ذو حاگرين تگانت مانعتو نسبتها","2024-06-10T01:01:02.897826Z"
647,"1","2024-06-10T01:01:07.447224Z",1474,3.056,"Neutral","اينشيري مالو","2024-06-10T01:01:07.447224Z"
648,"1","2024-06-10T01:01:12.890339Z",1475,3.936,"Positive","نحن ايلاه اهل كيد ماغا الحمد لله مبشرين ابان","2024-06-10T01:01:12.890339Z"
649,"1","2024-06-10T01:01:16.261586Z",1476,2.149,"Neutral","تكانت و ين","2024-06-10T01:01:16.261586Z"
650,"1","2024-06-10T01:01:19.896968Z",1477,2.165,"Positive","نجاح كبير","2024-06-10T01:01:19.896968Z"
651,"1","2024-06-10T01:01:24.097806Z",1478,1.559,"Neutral","الندور الرابط","2024-06-10T01:01:24.097806Z"
652,"1","2024-06-10T01:01:27.153224Z",1479,1.747,"Neutral","اينت لاه توخظ","2024-06-10T01:01:27.153224Z"
653,"1","2024-06-10T01:01:32.005081Z",1480,1.8,"Neutral","ايو ذ اينت لاهي يوخظ","2024-06-10T01:01:32.005081Z"
654,"1","2024-06-10T01:01:34.666401Z",1481,1.52,"Positive","عاشت لعصابة","2024-06-10T01:01:34.666401Z"
655,"1","2024-06-10T01:01:37.968829Z",1482,2.094,"Neutral","أينت لاهي توخظه","2024-06-10T01:01:37.968829Z"
656,"1","2024-06-10T01:01:42.307029Z",1483,1.872,"Neutral","وينهي تگانت","2024-06-10T01:01:42.307029Z"
657,"1","2024-06-10T01:01:47.035927Z",1484,3.435,"Neutral","واعكاب الولايات لخرين وينه","2024-06-10T01:01:47.035927Z"
658,"1","2024-06-10T01:01:49.620040Z",1485,1.454,"Neutral","انشيري امنين","2024-06-10T01:01:49.620040Z"
659,"1","2024-06-10T01:01:53.899636Z",1486,1.728,"Neutral","تيرس كم","2024-06-10T01:01:53.899636Z"
660,"1","2024-06-10T01:01:58.464458Z",1487,1.878,"Neutral","بريفة هي زاد اثرها ليه توخظ","2024-06-10T01:01:58.464458Z"
661,"1","2024-06-10T01:02:01.412197Z",1488,1.691,"Neutral","تكانت امنين","2024-06-10T01:02:01.412197Z"
662,"1","2024-06-10T01:02:04.368446Z",1489,1.713,"Neutral","ثرها خاطت؟؟","2024-06-10T01:02:04.368446Z"
663,"1","2024-06-10T01:02:08.051181Z",1490,2.54,"Neutral","هي اظره خاظت","2024-06-10T01:02:08.051181Z"
664,"1","2024-06-10T01:02:12.401911Z",1491,1.626,"Neutral","مشوولي رابط لينجبرو عليه نتائج","2024-06-10T01:02:12.401911Z"
665,"1","2024-06-10T01:02:20.799732Z",1492,2.132,"Neutral","كونكور خاظ راهو","2024-06-10T01:02:20.799732Z"
666,"1","2024-06-10T01:02:25.425408Z",1493,3.178,"Positive","نسبة تعبانه جدا","2024-06-10T01:02:25.425408Z"
667,"1","2024-06-10T01:02:29.896590Z",1494,1.661,"Neutral","وينهو عگاب الولايات","2024-06-10T01:02:29.896590Z"
668,"1","2024-06-10T01:02:32.764089Z",1495,1.581,"Neutral","كتلكم كونكور امنين","2024-06-10T01:02:32.764089Z"
669,"1","2024-06-10T01:02:38.622617Z",1496,4.63,"Negative","اففف هوم امنين","2024-06-10T01:02:38.622617Z"
670,"1","2024-06-10T01:02:43.201188Z",1497,3.427,"Neutral","نتائج كونكور قلبني نجبرهم مشولي الرابط","2024-06-10T01:02:43.201188Z"
671,"1","2024-06-10T01:02:47.348096Z",1498,1.678,"Neutral","تكانت ؟","2024-06-10T01:02:47.348096Z"
672,"1","2024-06-10T01:02:50.152481Z",1499,1.584,"Positive","٨ناجح؟","2024-06-10T01:02:50.152481Z"
673,"1","2024-06-10T01:02:53.990892Z",1500,2.515,"Negative","والموقع ماه نافع مالو مايدخل","2024-06-10T01:02:53.990892Z"
674,"1","2024-06-10T01:02:58.532623Z",1501,3.088,"Negative","آها اص ذاك عاد قالُّ شي","2024-06-10T01:02:58.532623Z"
675,"1","2024-06-10T01:03:03.311994Z",1502,2.404,"Neutral","اص","2024-06-10T01:03:03.311994Z"
676,"1","2024-06-10T01:03:06.432740Z",1503,1.885,"Negative","قالُّ شي","2024-06-10T01:03:06.432740Z"
677,"1","2024-06-10T01:03:09.567158Z",1504,1.894,"Neutral","عاد","2024-06-10T01:03:09.567158Z"
678,"1","2024-06-10T01:03:15.679946Z",1505,4.739,"Neutral","ذاك بعدآن مافهمت","2024-06-10T01:03:15.679946Z"
679,"1","2024-06-10T01:03:19.047643Z",1506,2.002,"Neutral","يرحمك ياالموجب","2024-06-10T01:03:19.047643Z"
680,"1","2024-06-10T01:03:28.977744Z",1507,8.595,"Neutral","شنه ذنبها البرو","2024-06-10T01:03:28.977744Z"
681,"1","2024-06-10T01:03:34.441487Z",1508,4.584,"Negative","سبت شرتات","2024-06-10T01:03:39.071736Z"
682,"1","2024-06-10T01:03:44.275827Z",1509,4.032,"Negative","ذاك ياس عاد","2024-06-10T01:03:44.279321Z"
683,"1","2024-06-10T01:03:47.022588Z",1510,1.487,"Positive","ياس","2024-06-10T01:03:47.022588Z"
684,"1","2024-06-10T01:03:54.547118Z",1511,5.517,"Negative","الله إيفظمي ذالنوع بع","2024-06-10T01:03:54.547118Z"
685,"1","2024-06-10T01:03:59.343398Z",1512,1.862,"Negative","اكبيل يمنعوهم من النقل كامل","2024-06-10T01:03:59.343398Z"
686,"1","2024-06-10T01:04:03.034947Z",1513,2.18,"Neutral","تفرغ زينة أثرها دولة اوحده","2024-06-10T01:04:03.034947Z"
687,"1","2024-06-10T01:04:07.117721Z",1514,1.574,"Negative","امساكين وحدين","2024-06-10T01:04:07.117721Z"
688,"1","2024-06-10T01:04:09.985689Z",1515,1.5,"Negative","امساكين","2024-06-10T01:04:09.985689Z"
689,"1","2024-06-10T01:04:12.970038Z",1516,1.634,"Negative","ذ ابلا معني","2024-06-10T01:04:12.970038Z"
690,"1","2024-06-10T01:04:17.283804Z",1517,2.979,"Neutral","ايو ذ عادي","2024-06-10T01:04:17.283804Z"
691,"1","2024-06-10T01:04:24.183419Z",1518,3.373,"Negative","ان بعدا لين مايجونى كيف مسقارو مانى كايس هم","2024-06-10T01:04:24.183419Z"
692,"1","2024-06-10T01:04:27.484193Z",1519,2.129,"Negative","خروجو","2024-06-10T01:04:27.484193Z"
693,"1","2024-06-10T01:04:30.220416Z",1520,1.561,"Negative","مانك حاكي شي","2024-06-10T01:04:30.220416Z"
694,"1","2024-06-10T01:04:34.654347Z",1521,2.314,"Negative","اتعب فيه ما اجبر شي","2024-06-10T01:04:34.654347Z"
695,"1","2024-06-10T01:04:38.289682Z",1522,2.331,"Neutral","وتوف","2024-06-10T01:04:38.289682Z"
696,"1","2024-06-10T01:04:44.222174Z",1523,4.342,"Negative","مانخلع لجتماع","2024-06-10T01:04:44.222174Z"
697,"1","2024-06-10T17:52:17.692819Z",1524,5.679,"Neutral","هيا ماهى اجديده","2024-06-10T17:52:17.692819Z"
698,"1","2024-06-10T17:52:23.206316Z",1525,3.037,"Negative","هاذ إياك ماه لاهي تمشي فلمراجن","2024-06-10T17:52:23.206316Z"
699,"1","2024-06-10T17:52:32.950150Z",1526,2.039,"Positive","هذي لين يقسموها بينهم اتگد الا اتعدلهم ش","2024-06-10T17:52:32.950150Z"
700,"1","2024-06-10T17:52:36.872891Z",1527,1.831,"Positive","ألف مبروك وأصل أصحه يقير كاع هوماأزين شي من بلو الكان فيه","2024-06-10T17:52:36.872891Z"
701,"1","2024-06-10T17:52:40.764510Z",1528,1.814,"Positive","الا العافيه","2024-06-10T17:52:40.764510Z"
702,"1","2024-06-10T17:52:44.853234Z",1529,2.739,"Neutral","هوم اثرهم كم","2024-06-10T17:52:44.853234Z"
703,"1","2024-06-10T17:52:49.533805Z",1530,2.508,"Neutral","ذاك اص امتين","2024-06-10T17:52:49.533805Z"
704,"1","2024-06-10T17:52:58.760596Z",1531,6.879,"Negative","هي ماهي امان","2024-06-10T17:52:58.760596Z"
705,"1","2024-06-10T17:53:05.781809Z",1532,2.117,"Negative","الطيران المورتانى الا تنزل البركه اوتوف","2024-06-10T17:53:05.781809Z"
706,"1","2024-06-10T17:53:13.601589Z",1533,2.027,"Negative","هههه هي كرعيه اتفرگو وانتوم اتگولو بسيط","2024-06-10T17:53:13.601589Z"
707,"1","2024-06-10T17:53:17.595273Z",1534,2.259,"Neutral","الممارسة","2024-06-10T17:53:17.595273Z"
708,"1","2024-06-10T17:53:25.066451Z",1535,2.949,"Negative","هذي كل شي اتجي امعاه","2024-06-10T17:53:25.066451Z"
709,"1","2024-06-10T17:53:28.359911Z",1536,9.860999999999999,"Positive","هههههههه عجيب","2024-06-10T17:53:54.965255Z"
710,"1","2024-06-10T17:53:31.744602Z",1537,1.669,"Positive","ذك صحيح","2024-06-10T17:53:31.744602Z"
711,"1","2024-06-10T17:53:40.840676Z",1538,16.54,"Neutral","انشاءالله ذاك القرار يرجع عنهم","2024-06-10T17:54:05.972344Z"
712,"1","2024-06-10T17:54:10.214203Z",1539,1.888,"Positive","ذاك هو ال فيه الخير","2024-06-10T17:54:10.214203Z"
713,"1","2024-06-10T17:54:13.753192Z",1540,1.763,"Positive","الحمدلله كرام","2024-06-10T17:54:13.753192Z"
714,"1","2024-06-10T17:54:17.523447Z",1541,1.723,"Negative","فظمة بعد عالم  مولان","2024-06-10T17:54:17.523447Z"
715,"1","2024-06-10T17:54:22.725052Z",1542,2.45,"Negative","الله يرحم ايامك يا عزيز","2024-06-10T17:54:22.725052Z"
716,"1","2024-06-10T17:59:36.137523Z",1543,2.143,"Positive","ذاك صالح","2024-06-10T17:59:36.137523Z"
717,"1","2024-06-10T17:59:45.647155Z",1544,4.366,"Neutral","ولاسباب","2024-06-10T17:59:45.647155Z"
718,"1","2024-06-10T17:59:50.633690Z",1545,1.929,"Positive","أحسن قرار","2024-06-10T17:59:50.633690Z"
719,"1","2024-06-10T18:00:02.225136Z",1546,7.349,"Neutral","ممارسة عاش علي ذا","2024-06-10T18:00:02.225136Z"
720,"1","2024-06-10T18:00:06.259451Z",1547,1.736,"Positive","ذاك بعد صالح","2024-06-10T18:00:06.259451Z"
721,"1","2024-06-10T18:00:11.041009Z",1548,1.63,"Neutral","تفرغ زينه دوله اوحد","2024-06-10T18:00:11.041009Z"
722,"1","2024-06-10T18:00:15.998143Z",1549,3.624,"Negative","هذا هو أدنى قرار رأيته","2024-06-10T18:00:15.998143Z"
723,"1","2024-06-10T18:00:32.898927Z",1550,8.203,"Positive","هههههه ذاك صالح","2024-06-10T18:00:32.898927Z"
724,"1","2024-06-10T18:00:39.554827Z",1551,5.085,"Neutral","تفرغ زينه اثره شنهي","2024-06-10T18:00:39.554827Z"
725,"1","2024-06-10T18:00:45.079294Z",1552,3.65,"Negative","ذاك مايصح","2024-06-10T18:00:45.079294Z"
726,"1","2024-06-10T18:00:52.356869Z",1553,1.733,"Neutral","اهههههههه","2024-06-10T18:00:52.356869Z"
727,"1","2024-06-10T18:00:59.929087Z",1554,2.026,"Neutral","دير بينه امعاه جدار وتم رصف شور","2024-06-10T18:00:59.929087Z"
728,"1","2024-06-10T18:01:07.199936Z",1555,3.049,"Neutral","ماهو السبب","2024-06-10T18:01:07.199936Z"
729,"1","2024-06-10T18:01:11.445533Z",1556,2.201,"Negative","هذا ظلم","2024-06-10T18:01:11.445533Z"
730,"1","2024-06-10T18:01:16.312747Z",1557,2.42,"Negative","هاذ  طلم نعوذ بالله","2024-06-10T18:01:16.312747Z"
731,"1","2024-06-10T18:01:19.795028Z",1558,1.92,"Positive","قرار صائب","2024-06-10T18:01:19.795028Z"
732,"1","2024-06-10T18:01:23.526402Z",1559,1.643,"Neutral","شنهو سبب","2024-06-10T18:01:23.526402Z"
733,"1","2024-06-10T18:01:40.071909Z",1560,12.179,"Positive","والله يا واجع","2024-06-10T18:01:40.071909Z"
734,"1","2024-06-10T18:01:53.773277Z",1561,1.988,"Neutral","ذي شنهو","2024-06-10T18:01:53.782822Z"
735,"1","2024-06-10T18:02:09.564289Z",1562,2.514,"Negative","اخلين","2024-06-10T18:02:09.564289Z"
736,"1","2024-06-10T18:02:20.620386Z",1563,4.079,"Positive","ذه هو الفيه الخير","2024-06-10T18:02:20.620386Z"
737,"1","2024-06-10T18:05:53.170381Z",1564,3.07,"Negative","فظمه..امكيست تفرغ زينه اشفيها من القيمة..","2024-06-10T18:05:53.170381Z"
738,"1","2024-06-10T18:05:58.203517Z",1565,2.748,"Negative","يفظم تفرغ زين اثره شنه","2024-06-10T18:05:58.203517Z"
739,"1","2024-06-10T18:06:03.108011Z",1566,2.101,"Neutral","ماسمعتك","2024-06-10T18:06:03.108011Z"
740,"1","2024-06-10T18:06:07.526649Z",1567,2.751,"Neutral","هي تفرق زين أثر عادت الدول اوحده ابقرراته دون الآخرين عجيب","2024-06-10T18:06:07.526649Z"
741,"1","2024-06-10T18:06:18.345936Z",1568,9.208,"Neutral","لاش هوم ذع ناس لمعدلين عنهم شي تفرق زين هره ماهي تابعالهم والله شقلتهم هوم شاكن عن تفرق زين لجنه","2024-06-10T18:06:18.345936Z"
